ID,Título,Categoria,Volumes,Lançamento,page_url,image_url
7790,Taishou Otome Otogibanashi,Manga,5,Jul 2015 - Sep 2017,https://myanimelist.net/manga/96044/Taishou_Otome_Otogibanashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/173765.jpgSem informaçõess=3925508c53601628087310177eb78581
7791,Bungou Stray Dogs Koushiki Anthology: Rei,Manga,1,Nov 2016 - Nov 2016,https://myanimelist.net/manga/116664/Bungou_Stray_Dogs_Koushiki_Anthology__Rei,https://cdn.myanimelist.net/r/100x140/images/manga/2/235330.jpgSem informaçõess=c77e9754085531e8332aa8901ed63087
7792,Bibi,Manhwa,7,2003 -,https://myanimelist.net/manga/4581/Bibi,https://cdn.myanimelist.net/r/100x140/images/manga/2/26578.jpgSem informaçõess=4b8ed6f2484b8b252baf0158be6e0214
7793,Higurashi no Naku Koro ni - Dai 4-wa: Himatsubushi-hen,Light-Novel,1,Feb 2008 - Feb 2008,https://myanimelist.net/manga/77467/Higurashi_no_Naku_Koro_ni_-_Dai_4-wa__Himatsubushi-hen,https://cdn.myanimelist.net/r/100x140/images/manga/1/135195.jpgSem informaçõess=5b257d6a6253a66df034e75412f69807
7794,Nicoichi,Manga,10,Dec 2004 - Jan 2012,https://myanimelist.net/manga/5469/Nicoichi,https://cdn.myanimelist.net/r/100x140/images/manga/4/76705.jpgSem informaçõess=73a35e7b4658125511cf0cca0eda58dc
7795,Tonari no Hijiri-kun,Manga,1,2006 -,https://myanimelist.net/manga/8457/Tonari_no_Hijiri-kun,https://cdn.myanimelist.net/r/100x140/images/manga/3/20702.jpgSem informaçõess=f705a217ae7c2c677b7fdce77735b15a
7796,Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,Manga,Sem informações,Apr 2020 -,https://myanimelist.net/manga/130508/Shinja_Zero_no_Megami-sama_to_Hajimeru_Isekai_Kouryaku,https://cdn.myanimelist.net/r/100x140/images/manga/1/238871.jpgSem informaçõess=b214366210e9abb34e95aa8f95c3e2c0
7797,Become Habituated to Kiss,Manhwa,15,2008 -,https://myanimelist.net/manga/13047/Become_Habituated_to_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/1/18208.jpgSem informaçõess=4c1bb22878fe89ad587d2ba02681f006
7798,Wedding Peach: Young Love,Manga,1,-,https://myanimelist.net/manga/9080/Wedding_Peach__Young_Love,https://cdn.myanimelist.net/r/100x140/images/manga/2/12414.jpgSem informaçõess=3bb7ed19784776c75060eb7c85188f1d
7799,Yandere Kanojo ni Nemurasete Moraenai Hanashi,Manga,1,Jun 2021 - Jun 2021,https://myanimelist.net/manga/133772/Yandere_Kanojo_ni_Nemurasete_Moraenai_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/247132.jpgSem informaçõess=59ab511be9e9cb914958ca011c4bb1cb
7800,Shin Taketori Monogatari: 1000-nen Joou,Manga,5,Jan 1980 - May 1983,https://myanimelist.net/manga/34019/Shin_Taketori_Monogatari__1000-nen_Joou,https://cdn.myanimelist.net/r/100x140/images/manga/2/149280.jpgSem informaçõess=9ee69c374741e41f6403e1039aad8126
7801,Manabiya Ouji,One-shot,Sem informações,Feb 2006 - Feb 2006,https://myanimelist.net/manga/26540/Manabiya_Ouji,https://cdn.myanimelist.net/r/100x140/images/manga/5/111293.jpgSem informaçõess=fe2901205e7dee58c8ca16d3e75a9b6f
7802,The Divine Surgeon,Manhwa,Sem informações,Jan 2022 -,https://myanimelist.net/manga/148421/The_Divine_Surgeon,https://cdn.myanimelist.net/r/100x140/images/manga/3/264210.jpgSem informaçõess=fd73d58a825bd92e0a8de443d9a58e14
7803,Live,Manga,1,Dec 2003 - Mar 2004,https://myanimelist.net/manga/3879/Live,https://cdn.myanimelist.net/r/100x140/images/manga/1/178825.jpgSem informaçõess=0777344026135a482db8d2e60b2bed93
7804,Spirit Circle,Manga,6,May 2012 - Mar 2016,https://myanimelist.net/manga/38071/Spirit_Circle,https://cdn.myanimelist.net/r/100x140/images/manga/2/161198.jpgSem informaçõess=904f198241b365fd435545c0c821974a
7805,NEET Onna to Shougaku Ninensei,Manga,1,-,https://myanimelist.net/manga/35199/NEET_Onna_to_Shougaku_Ninensei,https://cdn.myanimelist.net/r/100x140/images/manga/2/63909.jpgSem informaçõess=07bf115a992af2dfcae50907bd16c5fb
7806,Genei Hakurankai,Manga,4,Feb 2000 - Jan 2011,https://myanimelist.net/manga/4966/Genei_Hakurankai,https://cdn.myanimelist.net/r/100x140/images/manga/2/6169.jpgSem informaçõess=b01f17f103cb8c09ad3a769f1d01ca85
7807,Bungou Stray Dogs Gaiden: Ayatsuji Yukito vs. Kyougoku Natsuhiko,Manga,Sem informações,Dec 2017 -,https://myanimelist.net/manga/111603/Bungou_Stray_Dogs_Gaiden__Ayatsuji_Yukito_vs_Kyougoku_Natsuhiko,https://cdn.myanimelist.net/r/100x140/images/manga/2/224027.jpgSem informaçõess=1c3734f8050d2d42a8ae0c59bee3c5e9
7808,Hentai,Manga,2,Sep 2017 - Aug 2018,https://myanimelist.net/manga/125713/Hentai,https://cdn.myanimelist.net/r/100x140/images/manga/3/228964.jpgSem informaçõess=5cfb10125ce3a4b48e18e267997dc973
7809,Ooyankee!!: Yankee Ooyasan to Boku no Apartment-gurashi,Manga,2,Jun 2019 - May 2020,https://myanimelist.net/manga/131461/Ooyankee__Yankee_Ooyasan_to_Boku_no_Apartment-gurashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/237843.jpgSem informaçõess=842b905573295ed12f3b06fd42359438
7810,Hoshi no Koe,Manga,1,Feb 2004 - Dec 2004,https://myanimelist.net/manga/366/Hoshi_no_Koe,https://cdn.myanimelist.net/r/100x140/images/manga/2/130253.jpgSem informaçõess=f466db112722ace8312b0166cfbec608
7811,Natsu wo Dakishimete,One-shot,Sem informações,-,https://myanimelist.net/manga/9739/Natsu_wo_Dakishimete,https://cdn.myanimelist.net/r/100x140/images/manga/3/13071.jpgSem informaçõess=c4051cee3dd00cd741b5e382299316c7
7812,Vampire no Shouzou,Manga,2,Mar 2007 - Jan 2008,https://myanimelist.net/manga/2477/Vampire_no_Shouzou,https://cdn.myanimelist.net/r/100x140/images/manga/1/98733.jpgSem informaçõess=a57fddbe853a050a33bc909dbe886b5b
7813,Glaucos,Manga,4,Jul 2003 - Mar 2005,https://myanimelist.net/manga/6946/Glaucos,https://cdn.myanimelist.net/r/100x140/images/manga/3/212670.jpgSem informaçõess=262d436ed562f2193fcc9d6c198d027d
7814,Mamahaha no Tsurego ga Motokano datta,Light-Novel,Sem informações,Dec 2018 -,https://myanimelist.net/manga/132874/Mamahaha_no_Tsurego_ga_Motokano_datta,https://cdn.myanimelist.net/r/100x140/images/manga/1/239942.jpgSem informaçõess=7cdcf3ae78a17edd08b5b73690cfdf26
7815,Rental Magica,Manga,5,Jun 2006 - Jul 2009,https://myanimelist.net/manga/10013/Rental_Magica,https://cdn.myanimelist.net/r/100x140/images/manga/3/191055.jpgSem informaçõess=05808176343b3788d921bda32809ba06
7816,Deatte Hitotsuki de Zecchou Jorei! @comic,Manga,Sem informações,Mar 2020 -,https://myanimelist.net/manga/128119/Deatte_Hitotsuki_de_Zecchou_Jorei_comic,https://cdn.myanimelist.net/r/100x140/images/manga/1/243458.jpgSem informaçõess=952d8ebeebfaa53657d5d11b989721a2
7817,Goodbye! Isekai Tensei,Manga,4,Dec 2017 - Dec 2019,https://myanimelist.net/manga/110365/Goodbye_Isekai_Tensei,https://cdn.myanimelist.net/r/100x140/images/manga/1/210416.jpgSem informaçõess=03527cfdac8bae5b8404b57265fb8804
7818,Akumu no Elevator,Manga,1,2009 - 2009,https://myanimelist.net/manga/22311/Akumu_no_Elevator,https://cdn.myanimelist.net/r/100x140/images/manga/1/36265.jpgSem informaçõess=de2b2aaeae26ff95ce283a11a8df5ab5
7819,Papa to Mama Hajimemashita.,Manga,2,Dec 2011 - May 2012,https://myanimelist.net/manga/33511/Papa_to_Mama_Hajimemashita,https://cdn.myanimelist.net/r/100x140/images/manga/2/88803.jpgSem informaçõess=7f2e1b021fae0ed9d0f26c5f093d4cff
7820,Sentou Hakai Gakuen Dangerous,Manga,8,Dec 2011 - Apr 2015,https://myanimelist.net/manga/66485/Sentou_Hakai_Gakuen_Dangerous,https://cdn.myanimelist.net/r/100x140/images/manga/1/154469.jpgSem informaçõess=7a2317b9e3982b555bb8fe4eaffb40ca
7821,Last Exile: Ginyoku no Fam,Manga,3,Jul 2011 - Oct 2012,https://myanimelist.net/manga/27497/Last_Exile__Ginyoku_no_Fam,https://cdn.myanimelist.net/r/100x140/images/manga/1/86893.jpgSem informaçõess=fbd63da230037178677fe24b5d63d706
7822,Hammurabi Court,Manga,Sem informações,Feb 2017 - Mar 2017,https://myanimelist.net/manga/105391/Hammurabi_Court,https://cdn.myanimelist.net/r/100x140/images/manga/1/193230.jpgSem informaçõess=26197bf4770a36440e232a051562a432
7823,Kijima-san to Yamada-san,Manga,Sem informações,Feb 2019 -,https://myanimelist.net/manga/127479/Kijima-san_to_Yamada-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/270093.jpgSem informaçõess=c681bb5924a6e00019c78f790ff5a360
7824,Peleliu: Rakuen no Guernica,Manga,11,Feb 2016 - Apr 2021,https://myanimelist.net/manga/97321/Peleliu__Rakuen_no_Guernica,https://cdn.myanimelist.net/r/100x140/images/manga/3/181791.jpgSem informaçõess=940e0660d5994dd24d50ccc3e32e9fe2
7825,Yamamoto Zenjirou to Moushimasu,Manga,5,Feb 2007 - Aug 2011,https://myanimelist.net/manga/5775/Yamamoto_Zenjirou_to_Moushimasu,https://cdn.myanimelist.net/r/100x140/images/manga/2/66297.jpgSem informaçõess=ab6ef8496630a3035953e8191662d480
7826,When the Villainess Is in Love,Manhwa,Sem informações,Sep 2020 -,https://myanimelist.net/manga/147394/When_the_Villainess_Is_in_Love,https://cdn.myanimelist.net/r/100x140/images/manga/2/263114.jpgSem informaçõess=75f52648ba5afb4e3240a5d0cfd95a7c
7827,Fate/Prototype: Sougin no Fragments,Light-Novel,5,Jul 2013 - Sep 2016,https://myanimelist.net/manga/61005/Fate_Prototype__Sougin_no_Fragments,https://cdn.myanimelist.net/r/100x140/images/manga/1/139339.jpgSem informaçõess=d622da2087dfb281156fbb57bb715f9b
7828,Super Secret,Manhwa,4,Mar 2015 - Jan 2018,https://myanimelist.net/manga/112483/Super_Secret,https://cdn.myanimelist.net/r/100x140/images/manga/1/209393.jpgSem informaçõess=b7fe00002000a929f1a4842143aa050e
7829,Maruhi Renai Choukyou: Host Yuugi,Manga,1,2006 - 2006,https://myanimelist.net/manga/7847/Maruhi_Renai_Choukyou__Host_Yuugi,https://cdn.myanimelist.net/r/100x140/images/manga/1/267508.jpgSem informaçõess=3cd4e268f58518bf1b916ad784b35cfd
7830,Gakuen Baby,Manga,1,Aug 2009 - Aug 2009,https://myanimelist.net/manga/16253/Gakuen_Baby,https://cdn.myanimelist.net/r/100x140/images/manga/3/127507.jpgSem informaçõess=0b854ca6cb27077cf275262c399b9d7f
7831,Konjaku Overhaul,One-shot,Sem informações,Nov 2012 - Nov 2012,https://myanimelist.net/manga/51517/Konjaku_Overhaul,https://cdn.myanimelist.net/r/100x140/images/manga/2/111133.jpgSem informaçõess=11ec448723313d4eee963b629d4aea8b
7832,Devil May Cry 5: Before the Nightmare,Light-Novel,1,Mar 2019 - Mar 2019,https://myanimelist.net/manga/118242/Devil_May_Cry_5__Before_the_Nightmare,https://cdn.myanimelist.net/r/100x140/images/manga/3/221180.jpgSem informaçõess=6d80aa4ccf1625d2da68b222551f0069
7833,Merry Unbalance Christmas,One-shot,Sem informações,Nov 2010 - Nov 2010,https://myanimelist.net/manga/46726/Merry_Unbalance_Christmas,https://cdn.myanimelist.net/r/100x140/images/manga/4/269614.jpgSem informaçõess=62cd00ed5057bf006d1eb0cb52cf8e04
7834,Lily System,Manga,1,Jun 2017 - Feb 2019,https://myanimelist.net/manga/118838/Lily_System,https://cdn.myanimelist.net/r/100x140/images/manga/1/228205.jpgSem informaçõess=5d84395c7952a236ad091bb4bf201389
7835,Summer Ghost,Manga,2,Oct 2021 - Jun 2022,https://myanimelist.net/manga/144804/Summer_Ghost,https://cdn.myanimelist.net/r/100x140/images/manga/3/256988.jpgSem informaçõess=75fab9c5f901c240635a0b655e50be8f
7836,Taki Takanosuke no Sanpo Jikan,Manga,3,Mar 2015 - Dec 2016,https://myanimelist.net/manga/88168/Taki_Takanosuke_no_Sanpo_Jikan,https://cdn.myanimelist.net/r/100x140/images/manga/2/165921.jpgSem informaçõess=fb6f612ab302e0663e1a04bce86515cf
7837,Dies Irae: Amantes Amentes,Manga,Sem informações,Jan 2016 -,https://myanimelist.net/manga/96414/Dies_Irae__Amantes_Amentes,https://cdn.myanimelist.net/r/100x140/images/manga/2/182689.jpgSem informaçõess=88adcddb36f2e603f71e0877b3203414
7838,Eyeshield 21,Manga,37,Jul 2002 - Jun 2009,https://myanimelist.net/manga/43/Eyeshield_21,https://cdn.myanimelist.net/r/100x140/images/manga/2/165586.jpgSem informaçõess=965ab0b6568c8c640f58e3f944a02919
7839,Kodomo Otona,Manga,1,Sep 2015 - May 2016,https://myanimelist.net/manga/125247/Kodomo_Otona,https://cdn.myanimelist.net/r/100x140/images/manga/1/228897.jpgSem informaçõess=e4d897d2709f799fbc9e5c146d60c075
7840,Ankoku Shinwa,Manga,1,May 1976 - Jun 1976,https://myanimelist.net/manga/67081/Ankoku_Shinwa,https://cdn.myanimelist.net/r/100x140/images/manga/2/116305.jpgSem informaçõess=3ae1567f5cade96907fd1f6b9abcaf42
7841,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen,Manga,Sem informações,Dec 2021 -,https://myanimelist.net/manga/142246/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e__2-nensei-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/263020.jpgSem informaçõess=640dbfb7a85711c2409261e9b669f23c
7842,Tada Arifureteita.,Doujinshi,1,Nov 2020 - Nov 2020,https://myanimelist.net/manga/137634/Tada_Arifureteita,https://cdn.myanimelist.net/r/100x140/images/manga/1/246510.jpgSem informaçõess=4763df7d9b9d5e9513e24e2d66aa5a36
7843,Oshi ga Kounin Stalker ni Narimashita,Manga,Sem informações,Jul 2019 -,https://myanimelist.net/manga/131388/Oshi_ga_Kounin_Stalker_ni_Narimashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/237587.jpgSem informaçõess=2999963fe89f7efc7d1767d54247738c
7844,Mahoutsukai no Yoru,Light-Novel,1,Apr 2012 - Apr 2012,https://myanimelist.net/manga/26027/Mahoutsukai_no_Yoru,https://cdn.myanimelist.net/r/100x140/images/manga/1/63637.jpgSem informaçõess=33b258c3e796a000d98421aaa5c9b91e
7845,Toaru Majutsu no Index: Road to Endymion,Light-Novel,1,Feb 2013 - Feb 2013,https://myanimelist.net/manga/48745/Toaru_Majutsu_no_Index__Road_to_Endymion,https://cdn.myanimelist.net/r/100x140/images/manga/1/85901.jpgSem informaçõess=040413f82566c8f795c7e790641f67c8
7846,Hana,Manga,1,2002 - 2002,https://myanimelist.net/manga/25848/Hana,https://cdn.myanimelist.net/r/100x140/images/manga/2/48793.jpgSem informaçõess=c28c5a7623ff9969a0e0f92db7da00ac
7847,Log Horizon: Nyanta Hanchou Shiawase no Recipe,Manga,6,Dec 2012 - Mar 2018,https://myanimelist.net/manga/64799/Log_Horizon__Nyanta_Hanchou_Shiawase_no_Recipe,https://cdn.myanimelist.net/r/100x140/images/manga/2/110679.jpgSem informaçõess=0cde843898a447e671fe13ecef33607e
7848,Daytime Star,Manhwa,Sem informações,Jun 2021 - Jan 2023,https://myanimelist.net/manga/149493/Daytime_Star,https://cdn.myanimelist.net/r/100x140/images/manga/2/265157.jpgSem informaçõess=27e03b61f20666c0b5d53c920b67f98d
7849,Fragtime,Manga,2,Mar 2013 - Sep 2014,https://myanimelist.net/manga/57401/Fragtime,https://cdn.myanimelist.net/r/100x140/images/manga/3/118505.jpgSem informaçõess=659ab8b8155430462ee37a150e6e113b
7850,Amagami: Dreamy Forever,Manga,1,Dec 2010 - Jun 2011,https://myanimelist.net/manga/28115/Amagami__Dreamy_Forever,https://cdn.myanimelist.net/r/100x140/images/manga/3/89629.jpgSem informaçõess=772d81630569a4f073d38b9fa72fc314
7851,Gyakuten Honey,Manga,1,Jun 2001 - Jul 2009,https://myanimelist.net/manga/21301/Gyakuten_Honey,https://cdn.myanimelist.net/r/100x140/images/manga/3/137965.jpgSem informaçõess=1b9f7164f095f84df37fea1642a6dfce
7852,Primo Piatto,Manga,Sem informações,May 2016 - Jun 2016,https://myanimelist.net/manga/102012/Primo_Piatto,https://cdn.myanimelist.net/r/100x140/images/manga/3/184736.jpgSem informaçõess=6018636e6f593ef24566d30356caf814
7853,Chicchai Toki kara Suki dakedo,Manga,11,Jun 2013 - Mar 2017,https://myanimelist.net/manga/53609/Chicchai_Toki_kara_Suki_dakedo,https://cdn.myanimelist.net/r/100x140/images/manga/1/195181.jpgSem informaçõess=b8c38b40a32a0b463ca851a6c650a9ed
7854,Koukou Kyuuji Zawa-san,Manga,12,Aug 2008 - Feb 2013,https://myanimelist.net/manga/19256/Koukou_Kyuuji_Zawa-san,https://cdn.myanimelist.net/r/100x140/images/manga/2/118405.jpgSem informaçõess=e351433d684e04b2d3569ff8fbea90a0
7855,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,Light-Novel,1,Mar 2015 - Mar 2015,https://myanimelist.net/manga/87953/Shousetsu_Akatsuki_no_Yona__Onaji_Tsuki_no_Shita_de,https://cdn.myanimelist.net/r/100x140/images/manga/2/153038.jpgSem informaçõess=20160ac5c717248842838dda3a14bdb9
7856,1-nen C-gumi Yoshida-gakari,One-shot,Sem informações,Jan 2011 - Jan 2011,https://myanimelist.net/manga/47637/1-nen_C-gumi_Yoshida-gakari,https://cdn.myanimelist.net/r/100x140/images/manga/1/83989.jpgSem informaçõess=0fe48f72ae6f9cd33bf0fa4dda54e2b2
7857,Masaka-dou e Irasshai,Manga,Sem informações,Mar 2012 - Apr 2015,https://myanimelist.net/manga/46238/Masaka-dou_e_Irasshai,https://cdn.myanimelist.net/r/100x140/images/manga/3/81742.jpgSem informaçõess=9427d37043fab443f849671a06315abf
7858,Majo no Shinzou,Manga,8,Mar 2012 - Jan 2016,https://myanimelist.net/manga/35313/Majo_no_Shinzou,https://cdn.myanimelist.net/r/100x140/images/manga/2/104305.jpgSem informaçõess=1155b829b8d3cbdfcbc8fd72ff4d87e1
7859,Karasuma Kyouko no Jikenbo,Manga,10,Oct 2002 - Feb 2012,https://myanimelist.net/manga/1082/Karasuma_Kyouko_no_Jikenbo,https://cdn.myanimelist.net/r/100x140/images/manga/1/168516.jpgSem informaçõess=a1dbac5ad77f5a509fcb77fbed3b40c6
7860,"Akuyaku Reijou, Cecilia Sylvie wa Shinitakunai node Dansou suru Koto ni Shita.",Manga,Sem informações,May 2020 -,https://myanimelist.net/manga/130130/Akuyaku_Reijou_Cecilia_Sylvie_wa_Shinitakunai_node_Dansou_suru_Koto_ni_Shita,https://cdn.myanimelist.net/r/100x140/images/manga/1/235970.jpgSem informaçõess=afa0c1056df474e3f583081c4bc44898
7861,Watanuki-san ni wa Boku ga Tarinai,Manga,6,May 2014 - Oct 2017,https://myanimelist.net/manga/74437/Watanuki-san_ni_wa_Boku_ga_Tarinai,https://cdn.myanimelist.net/r/100x140/images/manga/2/151711.jpgSem informaçõess=2b1bfa3bc51206852dcf025e13c46308
7862,Mahouka Koukou no Rettousei: Nyuugaku-hen,Manga,4,Dec 2011 - Sep 2013,https://myanimelist.net/manga/33699/Mahouka_Koukou_no_Rettousei__Nyuugaku-hen,https://cdn.myanimelist.net/r/100x140/images/manga/3/120981.jpgSem informaçõess=cb844cd19c2a24656a1f8c703a838864
7863,Hua Qian,Manhua,2,-,https://myanimelist.net/manga/4605/Hua_Qian,https://cdn.myanimelist.net/r/100x140/images/manga/3/275372.jpgSem informaçõess=b4367148d1df4a9e941f921df965334b
7864,Lamento - Beyond the Void -,Manga,Sem informações,Apr 2007 -,https://myanimelist.net/manga/12145/Lamento_-_Beyond_the_Void_-,https://cdn.myanimelist.net/r/100x140/images/manga/1/21441.jpgSem informaçõess=47f24dc9795aafaa9abfb9a15296c1bc
7865,Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden Witch,Manga,6,Oct 2010 - Nov 2012,https://myanimelist.net/manga/21498/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_5__End_of_the_Golden_Witch,https://cdn.myanimelist.net/r/100x140/images/manga/2/273941.jpgSem informaçõess=4522f780d3e061481eb9c63aff2d8c89
7866,Kiriko,Manga,1,Aug 2014 - Dec 2014,https://myanimelist.net/manga/87670/Kiriko,https://cdn.myanimelist.net/r/100x140/images/manga/2/152620.jpgSem informaçõess=b54ec7c30af8c5e79fbdd7ec3b1a46c4
7867,Kuro Hakubutsukan: Ghost and Lady,Manga,2,Nov 2014 - Jun 2015,https://myanimelist.net/manga/91754/Kuro_Hakubutsukan__Ghost_and_Lady,https://cdn.myanimelist.net/r/100x140/images/manga/2/161362.jpgSem informaçõess=f381486f5b80fbad6a6023f5578c7c3e
7868,Fate/stay night: Comic Battle,Manga,2,Aug 2004 - Dec 2004,https://myanimelist.net/manga/10491/Fate_stay_night__Comic_Battle,https://cdn.myanimelist.net/r/100x140/images/manga/3/113145.jpgSem informaçõess=ed9815b0e7a9f7cdb0858fba71326766
7869,Hadashi no Aitsu,Manga,9,1995 - 1997,https://myanimelist.net/manga/4012/Hadashi_no_Aitsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/163005.jpgSem informaçõess=605f9e4443c74e233b24348dd0eabc37
7870,Strawberry Panic,Light-Novel,3,Mar 2006 - Dec 2006,https://myanimelist.net/manga/4974/Strawberry_Panic,https://cdn.myanimelist.net/r/100x140/images/manga/3/6182.jpgSem informaçõess=c765906ba33bb865547efafa22bf8cc4
7871,"Hana Sakasu Te, Tsubomi no Kimi",One-shot,Sem informações,Oct 2008 - Oct 2008,https://myanimelist.net/manga/16571/Hana_Sakasu_Te_Tsubomi_no_Kimi,https://cdn.myanimelist.net/r/100x140/images/manga/2/24466.jpgSem informaçõess=9474b7857da05e568ea15d6fd58403b6
7872,"Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru",Light-Novel,Sem informações,Sep 2017 -,https://myanimelist.net/manga/108595/Moto_Saikyou_no_Kenshi_wa_Isekai_Mahou_ni_Akogareru,https://cdn.myanimelist.net/r/100x140/images/manga/3/207427.jpgSem informaçõess=348dd9bbc9bcb23f5a93138234118e10
7873,"Brand ""Peace""",Manga,2,2007 -,https://myanimelist.net/manga/4347/Brand_Peace,https://cdn.myanimelist.net/r/100x140/images/manga/4/19226.jpgSem informaçõess=255f317da09bddeaa8e0a39c5645cbd5
